Name,Gene Name
ENSG00000177452,ribosomal protein L19 pseudogene 3(RPL19P3)
ENSG00000117408,importin 13(IPO13)
ENSG00000117407,artemin(ARTN)
ENSG00000179639,Fc epsilon receptor Ia(FCER1A)
ENSG00000175279,centromere protein S(CENPS)
ENSG00000117400,"MPL proto-oncogene, thrombopoietin receptor(MPL)"
ENSG00000121931,ligand dependent nuclear receptor interacting factor 1(LRIF1)
ENSG00000203811,H3 clustered histone 14(H3C14)
ENSG00000221662,microRNA 1290(MIR1290)
ENSG00000233647,neudesin neurotrophic factor pseudogene 1(NENFP1)
ENSG00000121933,transmembrane and immunoglobulin domain containing 3(TMIGD3)
ENSG00000168509,hemojuvelin BMP co-receptor(HJV)
ENSG00000142856,integrin subunit beta 3 binding protein(ITGB3BP)
ENSG00000203814,H2B clustered histone 18(H2BC18)
ENSG00000178796,regulatory subunit of type II PKA R-subunit domain containing 1(RIIAD1)
ENSG00000265241,RNA binding motif protein 8A(RBM8A)
ENSG00000185090,mannosidase endo-alpha like(MANEAL)
ENSG00000116586,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2(LAMTOR2)"
ENSG00000277678,"RNA, U1 small nuclear 153, pseudogene(RNU1-153P)"
ENSG00000116584,Rho/Rac guanine nucleotide exchange factor 2(ARHGEF2)
ENSG00000118733,olfactomedin 3(OLFM3)
ENSG00000121903,zinc finger and SCAN domain containing 20(ZSCAN20)
ENSG00000116580,gon-4 like(GON4L)
ENSG00000201620,"RNA, 5S ribosomal pseudogene 51(RNA5SP51)"
ENSG00000121900,transmembrane protein 54(TMEM54)
ENSG00000199240,"RNA, 5S ribosomal pseudogene 46(RNA5SP46)"
ENSG00000121905,hippocalcin(HPCA)
ENSG00000264384,"RNA, 7SL, cytoplasmic 431, pseudogene(RN7SL431P)"
ENSG00000121904,CUB and Sushi multiple domains 2(CSMD2)
ENSG00000117425,patched 2(PTCH2)
ENSG00000266564,microRNA 4418(MIR4418)
ENSG00000274178,"PRAME family member 28, pseudogene(PRAMEF28P)"
ENSG00000223861,ribosomal protein S10 pseudogene 6(RPS10P6)
ENSG00000221203,microRNA 1262(MIR1262)
ENSG00000234512,"toll like receptor 12, pseudogene(TLR12P)"
ENSG00000224718,long intergenic non-protein coding RNA 1657(LINC01657)
ENSG00000168528,serine incorporator 2(SERINC2)
ENSG00000201619,small nucleolar RNA SNORA67(LOC124900429)
ENSG00000177000,methylenetetrahydrofolate reductase(MTHFR)
ENSG00000117859,oxysterol binding protein like 9(OSBPL9)
ENSG00000157077,zinc finger FYVE-type containing 9(ZFYVE9)
ENSG00000240361,olfactory receptor family 4 subfamily G member 11 pseudogene(OR4G11P)
ENSG00000229571,PRAME family member 25(PRAMEF25)
ENSG00000116525,tripartite motif containing 62(TRIM62)
ENSG00000229570,glyceraldehyde 3 phosphate dehydrogenase pseudogene 58(GAPDHP58)
ENSG00000116521,secretory carrier membrane protein 3(SCAMP3)
ENSG00000231416,ribosomal protein L34 pseudogene 5(RPL34P5)
ENSG00000078618,nardilysin convertase(NRDC)
ENSG00000197084,late cornified envelope 1C(LCE1C)
ENSG00000116514,ring finger protein 19B(RNF19B)
ENSG00000023902,pleckstrin homology domain containing O1(PLEKHO1)
ENSG00000229588,uncharacterized LOC112268276(LOC112268276)
ENSG00000240374,"RNA, 7SL, cytoplasmic 503, pseudogene(RN7SL503P)"
ENSG00000116990,"MYCL proto-oncogene, bHLH transcription factor(MYCL)"
ENSG00000153936,heparan sulfate 2-O-sulfotransferase 1(HS2ST1)
ENSG00000207776,microRNA 551a(MIR551A)
ENSG00000233602,ERI3 intronic transcript 1(ERI3-IT1)
ENSG00000205116,transmembrane protein 88B(TMEM88B)
ENSG00000261290,"cytochrome P450 family 4 subfamily A member 44, pseudogene(CYP4A44P)"
ENSG00000222952,"RNA, 5S ribosomal pseudogene 41(RNA5SP41)"
ENSG00000232752,MT-CO3 pseudogene 21(MTCO3P21)
ENSG00000238051,iron-sulfur cluster assembly enzyme pseudogene 1(ISCUP1)
ENSG00000118729,calsequestrin 2(CASQ2)
ENSG00000232751,ribosomal protein L26 pseudogene 11(RPL26P11)
ENSG00000125462,MIR9-1 host gene(MIR9-1HG)
ENSG00000228264,"proteasome 26S subunit, non-ATPase, 8 pseudogene 1(PSMD8P1)"
ENSG00000242565,"RNA, 7SL, cytoplasmic 372, pseudogene(RN7SL372P)"
ENSG00000226084,ribosomal protein L17 pseudogene 6(RPL17P6)
ENSG00000240386,late cornified envelope 1F(LCE1F)
ENSG00000116544,DLG associated protein 3(DLGAP3)
ENSG00000171722,spermatogenesis associated 46(SPATA46)
ENSG00000226088,HHLA3 antisense RNA 1(HHLA3-AS1)
ENSG00000169403,platelet activating factor receptor(PTAFR)
ENSG00000273274,zinc finger and BTB domain containing 8B(ZBTB8B)
ENSG00000023909,glutamate-cysteine ligase modifier subunit(GCLM)
ENSG00000169885,calmodulin like 6(CALML6)
ENSG00000249197,olfactory receptor family 10 subfamily J member 9 pseudogene(OR10J9P)
ENSG00000231437,long intergenic non-protein coding RNA 1750(LINC01750)
ENSG00000223810,keratin 8 pseudogene 28(KRT8P28)
ENSG00000275455,microRNA 7852(MIR7852)
ENSG00000264349,microRNA 4258(MIR4258)
ENSG00000116539,ASH1 like histone lysine methyltransferase(ASH1L)
ENSG00000040487,solute carrier family 66 member 1(SLC66A1)
ENSG00000207750,microRNA 553(MIR553)
ENSG00000264343,notch 2 N-terminal like A(NOTCH2NLA)
ENSG00000117862,thioredoxin domain containing 12(TXNDC12)
ENSG00000043514,tRNA isopentenyltransferase 1(TRIT1)
ENSG00000252368,"RNA, 5S ribosomal pseudogene 43(RNA5SP43)"
ENSG00000230114,AGBL4 antisense RNA 1(AGBL4-AS1)
ENSG00000213190,MLLT11 transcription factor 7 cofactor(MLLT11)
ENSG00000188157,agrin(AGRN)
ENSG00000230116,RPS3A pseudogene 11(RPS3AP11)
ENSG00000171729,transmembrane protein 51(TMEM51)
ENSG00000233623,phosphoglycerate mutase 1 pseudogene 11(PGAM1P11)
ENSG00000234953,uncharacterized LOC101927434(LOC101927434)
ENSG00000223823,long intergenic non-protein coding RNA 1342(LINC01342)
ENSG00000233621,ZC3H12A divergent transcript(ZC3H12A-DT)
ENSG00000169418,natriuretic peptide receptor 1(NPR1)
ENSG00000183726,transmembrane protein 50A(TMEM50A)
ENSG00000225171,deoxyuridine triphosphatase pseudogene 6(DUTP6)
ENSG00000159214,coiled-coil domain containing 24(CCDC24)
ENSG00000207341,"RNA, 5S ribosomal pseudogene 64(RNA5SP64)"
ENSG00000189030,VHL like(VHLL)
ENSG00000231849,ubiquitin conjugating enzyme E2 V2 pseudogene 4(UBE2V2P4)
ENSG00000229531,RABGAP1L antisense RNA 1(RABGAP1L-AS1)
ENSG00000207340,"RNA, variant U1 small nuclear 1(RNVU1-1)"
ENSG00000264773,microRNA 4420(MIR4420)
ENSG00000229537,long intergenic non-protein coding RNA 1739(LINC01739)
ENSG00000171735,calmodulin binding transcription activator 1(CAMTA1)
ENSG00000226026,RWDD3 divergent transcript(RWDD3-DT)
ENSG00000252797,RN7SK pseudogene 272(RN7SKP272)
ENSG00000008130,NAD kinase(NADK)
ENSG00000207349,"RNA, variant U1 small nuclear 17(RNVU1-17)"
ENSG00000226029,long intergenic non-protein coding RNA 1772(LINC01772)
ENSG00000153904,dimethylarginine dimethylaminohydrolase 1(DDAH1)
ENSG00000230523,long intergenic non-protein coding RNA 1756(LINC01756)
ENSG00000238482,"RNA, U6 small nuclear 1208, pseudogene(RNU6-1208P)"
ENSG00000277610,"RNA, variant U1 small nuclear 4(RNVU1-4)"
ENSG00000182866,"LCK proto-oncogene, Src family tyrosine kinase(LCK)"
ENSG00000159208,circadian associated repressor of transcription(CIART)
ENSG00000238015,ribosomal protein L23 pseudogene 3(RPL23P3)
ENSG00000116954,Ras related GTP binding C(RRAGC)
ENSG00000069702,transforming growth factor beta receptor 3(TGFBR3)
ENSG00000228697,uncharacterized LOC101928565(LOC101928565)
ENSG00000008128,cyclin dependent kinase 11A(CDK11A)
ENSG00000279804,PRAME family member 18(PRAMEF18)
ENSG00000231866,ATP synthase membrane subunit j pseudogene(LOC100652967)
ENSG00000125459,misato mitochondrial distribution and morphology regulator 1(MSTO1)
ENSG00000156171,DNA damage regulated autophagy modulator 2(DRAM2)
ENSG00000182873,PRKCZ antisense RNA 1(PRKCZ-AS1)
ENSG00000225191,adaptor related protein complex 2 subunit beta 1 pseudogene(LOC100131348)
ENSG00000227372,TP73 antisense RNA 1(TP73-AS1)
ENSG00000132196,hydroxysteroid 17-beta dehydrogenase 7(HSD17B7)
ENSG00000283039,KLF transcription factor 18(KLF18)
ENSG00000227373,RABGAP1L divergent transcript(RABGAP1L-DT)
ENSG00000207321,"RNA, U6 small nuclear 160, pseudogene(RNU6-160P)"
ENSG00000117834,solute carrier family 5 member 9(SLC5A9)
ENSG00000116985,bone morphogenetic protein 8b(BMP8B)
ENSG00000229554,ribosomal protein L21 pseudogene 24(RPL21P24)
ENSG00000225196,ribosomal protein L10 pseudogene 17(RPL10P17)
ENSG00000116983,hippocalcin like 4(HPCAL4)
ENSG00000116981,"5'-nucleotidase, cytosolic IA(NT5C1A)"
ENSG00000230547,high mobility group box 1 pseudogene 11(HMGB1P11)
ENSG00000276747,peptidyl arginine deiminase 6(PADI6)
ENSG00000207328,"RNA, U6 small nuclear 636, pseudogene(RNU6-636P)"
ENSG00000252338,"RNA, U6 small nuclear 503, pseudogene(RNU6-503P)"
ENSG00000169442,CD52 molecule(CD52)
ENSG00000127603,microtubule actin crosslinking factor 1(MACF1)
ENSG00000084070,small ArfGAP2(SMAP2)
ENSG00000084072,peptidylprolyl isomerase E(PPIE)
ENSG00000084073,zinc metallopeptidase STE24(ZMPSTE24)
ENSG00000244716,ribosomal protein L17 pseudogene 7(RPL17P7)
ENSG00000238037,oocyte secreted protein 1 pseudogene 1(OOSP1P1)
ENSG00000284372,microRNA 6808(MIR6808)
ENSG00000226053,long intergenic non-protein coding RNA 1776(LINC01776)
ENSG00000173947,primary cilia formation(PIFO)
ENSG00000228237,EFCAB14 antisense RNA 1(EFCAB14-AS1)
ENSG00000156150,ALX homeobox 3(ALX3)
ENSG00000182898,trichohyalin like 1(TCHHL1)
ENSG00000265822,microRNA 4422(MIR4422)
ENSG00000160767,endosomal transmembrane epsin interactor 3(ENTREP3)
ENSG00000202259,"RNA, U6 small nuclear 1318, pseudogene(RNU6-1318P)"
ENSG00000248485,Purkinje cell protein 4 like 1(PCP4L1)
ENSG00000252510,"RNA, 5S ribosomal pseudogene 55(RNA5SP55)"
ENSG00000207941,microRNA 552(MIR552)
ENSG00000277817,microRNA 6738(MIR6738)
ENSG00000252515,"RNA, U6 small nuclear 1171, pseudogene(RNU6-1171P)"
ENSG00000230721,ribosomal protein L17 pseudogene 5(RPL17P5)
ENSG00000146463,zinc finger MYM-type containing 4(ZMYM4)
ENSG00000057757,PITH domain containing 1(PITHD1)
ENSG00000264963,"RNA, 7SL, cytoplasmic 440, pseudogene(RN7SL440P)"
ENSG00000235185,MICOS10 divergent transcript(MICOS10-DT)
ENSG00000137996,RNA 3'-terminal phosphate cyclase(RTCA)
ENSG00000224051,ceramide-1-phosphate transfer protein(CPTP)
ENSG00000137992,dihydrolipoamide branched chain transacylase E2(DBT)
ENSG00000173614,nicotinamide nucleotide adenylyltransferase 1(NMNAT1)
ENSG00000253831,ETS variant transcription factor 3 like(ETV3L)
ENSG00000169598,DNA fragmentation factor subunit beta(DFFB)
ENSG00000207933,microRNA 9-1(MIR9-1)
ENSG00000252987,"RNA, 5S ribosomal pseudogene 66(RNA5SP66)"
ENSG00000265808,"SEC22 homolog B, vesicle trafficking protein(SEC22B)"
ENSG00000160783,polyamine modulated factor 1(PMF1)
ENSG00000160781,progestin and adipoQ receptor family member 6(PAQR6)
ENSG00000183888,steroid receptor associated and regulated protein(SRARP)
ENSG00000160785,solute carrier family 25 member 44(SLC25A44)
ENSG00000213366,glutathione S-transferase mu 2(GSTM2)
ENSG00000160789,lamin A/C(LMNA)
ENSG00000137968,solute carrier family 44 member 5(SLC44A5)
ENSG00000136631,vacuolar protein sorting 45 homolog(VPS45)
ENSG00000137965,interferon induced protein 44(IFI44)
ENSG00000174950,CD164 molecule like 2(CD164L2)
ENSG00000232918,ribosomal protein L21 pseudogene 26(RPL21P26)
ENSG00000224064,ribosomal protein L32 pseudogene 6(RPL32P6)
ENSG00000075151,eukaryotic translation initiation factor 4 gamma 3(EIF4G3)
ENSG00000137960,GIPC PDZ domain containing family member 2(GIPC2)
ENSG00000229752,ribosomal protein L7 pseudogene 10(RPL7P10)
ENSG00000137962,Rho GTPase activating protein 29(ARHGAP29)
ENSG00000229757,ribosomal protein L7a pseudogene 21(RPL7AP21)
ENSG00000230748,PRELID1 pseudogene 7(PRELID1P7)
ENSG00000053372,"MRT4 homolog, ribosome maturation factor(MRTO4)"
ENSG00000053371,aldo-keto reductase family 7 member A2(AKR7A2)
ENSG00000251686,olfactory receptor family 10 subfamily J member 8 pseudogene(OR10J8P)
ENSG00000183431,splicing factor 3a subunit 3(SF3A3)
ENSG00000236040,"chitinase, acidic pseudogene 1(CHIAP1)"
ENSG00000252530,"RNA, U6 small nuclear 965, pseudogene(RNU6-965P)"
ENSG00000122477,leucine rich repeat containing 39(LRRC39)
ENSG00000274764,PRAME family member 27(PRAMEF27)
ENSG00000122481,RWD domain containing 3(RWDD3)
ENSG00000137975,chloride channel accessory 2(CLCA2)
ENSG00000137976,deoxyribonuclease 2 beta(DNASE2B)
ENSG00000137970,ribosomal protein L7 pseudogene 9(RPL7P9)
ENSG00000198912,chromosome 1 open reading frame 174(C1orf174)
ENSG00000196734,late cornified envelope 1B(LCE1B)
ENSG00000228431,ARL5A pseudogene 3(ARL5AP3)
ENSG00000231605,long intergenic non-protein coding RNA 1363(LINC01363)
ENSG00000228436,uncharacterized LOC105378663(LOC105378663)
ENSG00000227104,phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1(PIGQP1)
ENSG00000122484,RNA polymerase II associated protein 2(RPAP2)
ENSG00000155380,solute carrier family 16 member 1(SLC16A1)
ENSG00000122483,coiled-coil domain containing 18(CCDC18)
ENSG00000122482,zinc finger protein 644(ZNF644)
ENSG00000239560,"RNA, 7SL, cytoplasmic 479, pseudogene(RN7SL479P)"
ENSG00000143390,regulatory factor X5(RFX5)
ENSG00000137947,general transcription factor IIB(GTF2B)
ENSG00000137948,bromodomain testis associated(BRDT)
ENSG00000206652,"RNA, U1 small nuclear 1(RNU1-1)"
ENSG00000137941,tubulin tyrosine ligase like 7(TTLL7)
ENSG00000158882,translocase of outer mitochondrial membrane 40 like(TOMM40L)
ENSG00000137942,formin binding protein 1 like(FNBP1L)
ENSG00000252947,small Cajal body-specific RNA 1(SCARNA1)
ENSG00000173641,heat shock protein family B (small) member 7(HSPB7)
ENSG00000137944,kynurenine aminotransferase 3(KYAT3)
ENSG00000226662,charged multivesicular body protein 1A pseudogene 1(CHMP1AP1)
ENSG00000224481,uncharacterized LOC124904403(LOC124904403)
ENSG00000223152,"RNA, U4 small nuclear 88, pseudogene(RNU4-88P)"
ENSG00000158887,myelin protein zero(MPZ)
ENSG00000248442,olfactory receptor family 10 subfamily J member 7 pseudogene(OR10J7P)
ENSG00000270384,"RNA, U1 small nuclear 154, pseudogene(RNU1-154P)"
ENSG00000207508,"RNA, U6 small nuclear 1237, pseudogene(RNU6-1237P)"
ENSG00000252956,"RNA, 5S ribosomal pseudogene 40(RNA5SP40)"
ENSG00000207504,"RNA, U6 small nuclear 1031, pseudogene(RNU6-1031P)"
ENSG00000206654,"RNA, U6 small nuclear 608, pseudogene(RNU6-608P)"
ENSG00000204479,PRAME family member 17(PRAMEF17)
ENSG00000204478,PRAME family member 20(PRAMEF20)
ENSG00000207502,small nucleolar RNA SNORA42/SNORA80 family(LOC124900438)
ENSG00000162512,syndecan 3(SDC3)
ENSG00000143393,phosphatidylinositol 4-kinase beta(PI4KB)
ENSG00000264926,microRNA 378f(MIR378F)
ENSG00000070759,testis associated actin remodelling kinase 2(TESK2)
ENSG00000185630,PBX homeobox 1(PBX1)
ENSG00000178096,bolA family member 1(BOLA1)
ENSG00000117091,CD48 molecule(CD48)
ENSG00000117090,signaling lymphocytic activation molecule family member 1(SLAMF1)
ENSG00000143398,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha(PIP5K1A)
ENSG00000187815,ZFP69 zinc finger protein(ZFP69)
ENSG00000162510,matrilin 1(MATN1)
ENSG00000162511,lysosomal protein transmembrane 5(LAPTM5)
ENSG00000235143,uncharacterized LOC400748(LOC400748)
ENSG00000239984,"RNA, 7SL, cytoplasmic 420, pseudogene(RN7SL420P)"
ENSG00000155367,"protein phosphatase, Mg2+/Mn2+ dependent 1J(PPM1J)"
ENSG00000238653,U7 small nuclear RNA(LOC124904732)
ENSG00000155366,ras homolog family member C(RHOC)
ENSG00000162517,penta-EF-hand domain containing 1(PEF1)
ENSG00000155363,Mov10 RISC complex RNA helicase(MOV10)
ENSG00000239504,"RNA, 7SL, cytoplasmic 583, pseudogene(RN7SL583P)"
ENSG00000137959,interferon induced protein 44 like(IFI44L)
ENSG00000283227,small proline rich protein 5(SPRR5)
ENSG00000137955,Rab geranylgeranyltransferase subunit beta(RABGGTB)
ENSG00000196754,S100 calcium binding protein A2(S100A2)
ENSG00000158874,apolipoprotein A2(APOA2)
ENSG00000224494,heterogeneous nuclear ribonucleoprotein A3 pseudogene 14(HNRNPA3P14)
ENSG00000244094,small proline rich protein 2F(SPRR2F)
ENSG00000270392,profilin 1 pseudogene 2(PFN1P2)
ENSG00000198929,nitric oxide synthase 1 adaptor protein(NOS1AP)
ENSG00000228853,NEGR1 intronic transcript 1(NEGR1-IT1)
ENSG00000268043,NBPF member 12(NBPF12)
ENSG00000207974,microRNA 557(MIR557)
ENSG00000143382,ADAMTS like 4(ADAMTSL4)
ENSG00000264916,"RNA, 7SL, cytoplasmic 230, pseudogene(RN7SL230P)"
ENSG00000187800,platelet endothelial aggregation receptor 1(PEAR1)
ENSG00000143384,"MCL1 apoptosis regulator, BCL2 family member(MCL1)"
ENSG00000143384,ADAMTSL4 antisense RNA 1(ADAMTSL4-AS1)
ENSG00000162526,testis specific serine kinase 3(TSSK3)
ENSG00000162520,"syncoilin, intermediate filament protein(SYNC)"
ENSG00000143387,cathepsin K(CTSK)
ENSG00000235145,ribosomal protein SA pseudogene 16(RPSAP16)
ENSG00000162521,"RB binding protein 4, chromatin remodeling factor(RBBP4)"
ENSG00000187801,ZFP69 zinc finger protein B(ZFP69B)
ENSG00000162522,KIAA1522(KIAA1522)
ENSG00000158869,Fc epsilon receptor Ig(FCER1G)
ENSG00000236004,ribosomal protein L9 pseudogene 12(RPL9P12)
ENSG00000173660,ubiquinol-cytochrome c reductase hinge protein(UQCRH)
ENSG00000044012,guanylate cyclase activator 2B(GUCA2B)
ENSG00000207962,microRNA 30c-1(MIR30C1)
ENSG00000173662,taste 1 receptor member 1(TAS1R1)
ENSG00000252969,small nucleolar RNA SNORA70(LOC124900427)
ENSG00000198965,olfactory receptor family 10 subfamily R member 2(OR10R2)
ENSG00000198967,olfactory receptor family 10 subfamily Z member 1(OR10Z1)
ENSG00000171488,leucine rich repeat containing 8 VRAC subunit C(LRRC8C)
ENSG00000158864,NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2)
ENSG00000283676,microRNA 5087(MIR5087)
ENSG00000154027,adenylate kinase 5(AK5)
ENSG00000223175,"RNA, U4 small nuclear 61, pseudogene(RNU4-61P)"
ENSG00000229713,late cornified envelope pseudogene 2(LCEP2)
ENSG00000143379,SET domain bifurcated histone lysine methyltransferase 1(SETDB1)
ENSG00000230704,uncharacterized LOC101928628(LOC101928628)
ENSG00000227533,SLC2A1 divergent transcript(SLC2A1-DT)
ENSG00000122435,tRNA methyltransferase 13 homolog(TRMT13)
ENSG00000125945,zinc finger protein 436(ZNF436)
ENSG00000206635,"RNA, U6 small nuclear 1062, pseudogene(RNU6-1062P)"
ENSG00000125944,heterogeneous nuclear ribonucleoprotein R(HNRNPR)
ENSG00000268074,ribosomal protein L22 pseudogene 5(RPL22P5)
ENSG00000186501,transmembrane protein 222(TMEM222)
ENSG00000163866,small integral membrane protein 12(SMIM12)
ENSG00000163867,zinc finger MYM-type containing 6(ZMYM6)
ENSG00000143373,zinc finger protein 687(ZNF687)
ENSG00000143374,"threonyl-tRNA synthetase 2, mitochondrial(TARS2)"
ENSG00000088035,"ALG6 alpha-1,3-glucosyltransferase(ALG6)"
ENSG00000143375,cingulin(CGN)
ENSG00000143376,sorting nexin 27(SNX27)
ENSG00000237330,ring finger protein 223(RNF223)
ENSG00000236484,ribonucleotide reductase M2 polypeptide pseudogene 2(RRM2P2)
ENSG00000122432,spermatogenesis associated 1(SPATA1)
ENSG00000283683,myocilin opposite strand(MYOCOS)
ENSG00000158859,ADAM metallopeptidase with thrombospondin type 1 motif 4(ADAMTS4)
ENSG00000171492,leucine rich repeat containing 8 VRAC subunit D(LRRC8D)
ENSG00000137936,"BCAR3 adaptor protein, NSP family member(BCAR3)"
ENSG00000198952,SMG5 nonsense mediated mRNA decay factor(SMG5)
ENSG00000173673,hes family bHLH transcription factor 3(HES3)
ENSG00000223181,"RNA, U6 small nuclear 1199, pseudogene(RNU6-1199P)"
ENSG00000169174,proprotein convertase subtilisin/kexin type 9(PCSK9)
ENSG00000158850,"beta-1,4-galactosyltransferase 3(B4GALT3)"
ENSG00000202263,"RNA, 5S ribosomal pseudogene 22(RNA5SP22)"
ENSG00000197622,CDC42 small effector 1(CDC42SE1)
ENSG00000229724,olfactory receptor family 2 subfamily AQ member 1 pseudogene(OR2AQ1P)
ENSG00000206627,"RNA, U6 small nuclear 969, pseudogene(RNU6-969P)"
ENSG00000143368,splicing factor 3b subunit 4(SF3B4)
ENSG00000143369,extracellular matrix protein 1(ECM1)
ENSG00000081870,intraflagellar transport 25(IFT25)
ENSG00000172339,ALG14 UDP-N-acetylglucosaminyltransferase subunit(ALG14)
ENSG00000200087,"small nucleolar RNA, H/ACA box 73B(SNORA73B)"
ENSG00000162545,calcium/calmodulin dependent protein kinase II inhibitor 1(CAMK2N1)
ENSG00000163877,Smad nuclear interacting protein 1(SNIP1)
ENSG00000184313,maestro heat like repeat family member 7(MROH7)
ENSG00000182134,tudor and KH domain containing(TDRKH)
ENSG00000163879,dynein axonemal light intermediate chain 1(DNALI1)
ENSG00000143363,prune exopolyphosphatase 1(PRUNE1)
ENSG00000186973,cilia and flagella associated protein 144(CFAP144)
ENSG00000235169,small integral membrane protein 1 (Vel blood group)(SMIM1)
ENSG00000163873,glutamate ionotropic receptor kainate type subunit 3(GRIK3)
ENSG00000162542,transmembrane and coiled-coil domains 4(TMCO4)
ENSG00000143365,RAR related orphan receptor C(RORC)
ENSG00000163874,zinc finger CCCH-type containing 12A(ZC3H12A)
ENSG00000162543,UBX domain protein 10(UBXN10)
ENSG00000163875,MYST/Esa1 associated factor 6(MEAF6)
ENSG00000143367,tuftelin 1(TUFT1)
ENSG00000132698,"RAB25, member RAS oncogene family(RAB25)"
ENSG00000236423,long intergenic non-protein coding RNA 1134(LINC01134)
ENSG00000270339,peptidylprolyl isomerase A like 4H(PPIAL4H)
ENSG00000252906,small Cajal body-specific RNA 3(SCARNA3)
ENSG00000132693,C-reactive protein(CRP)
ENSG00000212459,"RNA, U6 small nuclear 695, pseudogene(RNU6-695P)"
ENSG00000132692,brevican(BCAN)
ENSG00000154007,ankyrin repeat and SOCS box containing 17(ASB17)
ENSG00000132694,Rho guanine nucleotide exchange factor 11(ARHGEF11)
ENSG00000173207,CDC28 protein kinase regulatory subunit 1B(CKS1B)
ENSG00000249730,olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)(OR10J4)
ENSG00000203985,low density lipoprotein receptor class A domain containing 1(LDLRAD1)
ENSG00000227950,ribosomal protein L37 pseudogene 9(RPL37P9)
ENSG00000162551,"alkaline phosphatase, biomineralization associated(ALPL)"
ENSG00000117054,acyl-CoA dehydrogenase medium chain(ACADM)
ENSG00000224445,long intergenic non-protein coding RNA 1708(LINC01708)
ENSG00000122417,outer dense fiber of sperm tails 2 like(ODF2L)
ENSG00000233399,long intergenic non-protein coding RNA 1648(LINC01648)
ENSG00000162552,Wnt family member 4(WNT4)
ENSG00000215952,microRNA 921(MIR921)
ENSG00000207095,"RNA, U6 small nuclear 424, pseudogene(RNU6-424P)"
ENSG00000237763,amylase alpha 1A(AMY1A)
ENSG00000198974,microRNA 30e(MIR30E)
ENSG00000198976,microRNA 429(MIR429)
ENSG00000173212,mab-21 like 3(MAB21L3)
ENSG00000250719,PIK3R3 upstream open reading frame(P3R3URF)
ENSG00000173218,VANGL planar cell polarity protein 1(VANGL1)
ENSG00000244057,late cornified envelope 3C(LCE3C)
ENSG00000227963,RBM15 antisense RNA 1(RBM15-AS1)
ENSG00000219073,chymotrypsin like elastase 3B(CELA3B)
ENSG00000116199,FAM20B glycosaminoglycan xylosylkinase(FAM20B)
ENSG00000116198,centrosomal protein 104(CEP104)
ENSG00000116194,angiopoietin like 1(ANGPTL1)
ENSG00000224459,SLC25A34 and TMEM82 antisense RNA 1(SLC25A34-AS1)
ENSG00000184330,S100 calcium binding protein A7A(S100A7A)
ENSG00000279169,PRAME family member 13(PRAMEF13)
ENSG00000116191,Ral GEF with PH domain and SH3 binding motif 2(RALGPS2)
ENSG00000201317,"RNA, U4 small nuclear 59, pseudogene(RNU4-59P)"
ENSG00000186510,chloride voltage-gated channel Ka(CLCNKA)
ENSG00000143340,family with sequence similarity 163 member A(FAM163A)
ENSG00000234257,superoxide dismutase 2 pseudogene 1(SOD2P1)
ENSG00000185668,POU class 3 homeobox 1(POU3F1)
ENSG00000186517,Rho GTPase activating protein 30(ARHGAP30)
ENSG00000122420,prostaglandin F receptor(PTGFR)
ENSG00000132677,Rh family B glycoprotein(RHBG)
ENSG00000132676,death associated protein 3(DAP3)
ENSG00000158825,cytidine deaminase(CDA)
ENSG00000207082,"RNA, U6 small nuclear 171, pseudogene(RNU6-171P)"
ENSG00000157978,low density lipoprotein receptor adaptor protein 1(LDLRAP1)
ENSG00000070785,eukaryotic translation initiation factor 2B subunit gamma(EIF2B3)
ENSG00000278281,microRNA 7856(MIR7856)
ENSG00000158828,PTEN induced kinase 1(PINK1)
ENSG00000271647,keratin 8 pseudogene 47(KRT8P47)
ENSG00000198520,armadillo like helical domain containing 1(ARMH1)
ENSG00000227970,"nuclear receptor subfamily 1 group H member 5, pseudogene(NR1H5P)"
ENSG00000222282,"RNA, U6 small nuclear 584, pseudogene(RNU6-584P)"
ENSG00000203963,chromosome 1 open reading frame 141(C1orf141)
ENSG00000162571,tubulin tyrosine ligase like 10(TTLL10)
ENSG00000162572,sodium channel epithelial 1 subunit delta(SCNN1D)
ENSG00000203965,EF-hand calcium binding domain 7(EFCAB7)
ENSG00000143337,torsin 1A interacting protein 1(TOR1AIP1)
ENSG00000182183,shisa like 2A(SHISAL2A)
ENSG00000201789,"RNA, U6 small nuclear 1071, pseudogene(RNU6-1071P)"
ENSG00000235112,heat shock protein family E (Hsp10) member 1 pseudogene 27(HSPE1P27)
ENSG00000162576,matrix remodeling associated 8(MXRA8)
ENSG00000211581,microRNA 765(MIR765)
ENSG00000234264,DEPDC1 antisense RNA 1(DEPDC1-AS1)
ENSG00000132688,nestin(NES)
ENSG00000172380,G protein subunit gamma 12(GNG12)
ENSG00000215930,microRNA 942(MIR942)
ENSG00000066294,CD84 molecule(CD84)
ENSG00000158816,von Willebrand factor A domain containing 5B1(VWA5B1)
ENSG00000154451,guanylate binding protein 5(GBP5)
ENSG00000211575,microRNA 760(MIR760)
